event,model,source,t_s
pi_flash,kuramoto,pi_oscillator,0.41314
virtual_flash,kuramoto,camera,1.0962
pi_flash,kuramoto,pi_oscillator,1.596243
virtual_flash,kuramoto,camera,1.82323
virtual_flash,kuramoto,camera,2.369088
pi_flash,kuramoto,pi_oscillator,2.490047
virtual_flash,kuramoto,camera,2.906846
pi_flash,kuramoto,pi_oscillator,3.049859
virtual_flash,kuramoto,camera,3.552595
pi_flash,kuramoto,pi_oscillator,4.029468
virtual_flash,kuramoto,camera,4.21278
virtual_flash,kuramoto,camera,4.844015
pi_flash,kuramoto,pi_oscillator,4.901528
virtual_flash,kuramoto,camera,5.399887
pi_flash,kuramoto,pi_oscillator,5.499915
virtual_flash,kuramoto,camera,6.027944
pi_flash,kuramoto,pi_oscillator,6.078049
virtual_flash,kuramoto,camera,6.649019
pi_flash,kuramoto,pi_oscillator,6.69963
virtual_flash,kuramoto,camera,7.217375
pi_flash,kuramoto,pi_oscillator,7.329429
virtual_flash,kuramoto,camera,7.883993
pi_flash,kuramoto,pi_oscillator,7.883993
virtual_flash,kuramoto,camera,8.385614
pi_flash,kuramoto,pi_oscillator,8.535156
virtual_flash,kuramoto,camera,8.944277
pi_flash,kuramoto,pi_oscillator,9.087342
virtual_flash,kuramoto,camera,9.594031
pi_flash,kuramoto,pi_oscillator,9.748921
virtual_flash,kuramoto,camera,10.128334
pi_flash,kuramoto,pi_oscillator,10.376637
virtual_flash,kuramoto,camera,10.789682
virtual_flash,kuramoto,camera,11.420033
pi_flash,kuramoto,pi_oscillator,11.420033
virtual_flash,kuramoto,camera,11.947224
pi_flash,kuramoto,pi_oscillator,12.044676
virtual_flash,kuramoto,camera,12.488603
pi_flash,kuramoto,pi_oscillator,12.588155
virtual_flash,kuramoto,camera,13.053678
pi_flash,kuramoto,pi_oscillator,13.198274
virtual_flash,kuramoto,camera,13.718599
virtual_flash,kuramoto,camera,14.227568
pi_flash,kuramoto,pi_oscillator,14.27502
pi_flash,kuramoto,pi_oscillator,14.84942
virtual_flash,kuramoto,camera,14.9818
pi_flash,kuramoto,pi_oscillator,15.603055
virtual_flash,kuramoto,camera,15.862853
pi_flash,kuramoto,pi_oscillator,16.510484
virtual_flash,kuramoto,camera,16.634756
virtual_flash,kuramoto,camera,17.158563
pi_flash,kuramoto,pi_oscillator,17.250146
virtual_flash,kuramoto,camera,17.611017
virtual_flash,kuramoto,camera,18.126838
pi_flash,kuramoto,pi_oscillator,18.176685
virtual_flash,kuramoto,camera,18.79898
pi_flash,kuramoto,pi_oscillator,19.429521
virtual_flash,kuramoto,camera,19.624957
virtual_flash,kuramoto,camera,20.077635
pi_flash,kuramoto,pi_oscillator,20.260503
virtual_flash,kuramoto,camera,20.640952
pi_flash,kuramoto,pi_oscillator,21.149371
virtual_flash,kuramoto,camera,21.286842
virtual_flash,kuramoto,camera,21.920785
pi_flash,kuramoto,pi_oscillator,21.920785
virtual_flash,kuramoto,camera,22.380425
pi_flash,kuramoto,pi_oscillator,22.519003
virtual_flash,kuramoto,camera,23.124748
virtual_flash,kuramoto,camera,23.647666
pi_flash,kuramoto,pi_oscillator,23.696181
virtual_flash,kuramoto,camera,24.304241
pi_flash,kuramoto,pi_oscillator,24.304241
virtual_flash,kuramoto,camera,24.842268
pi_flash,kuramoto,pi_oscillator,24.938894
virtual_flash,kuramoto,camera,25.51459
pi_flash,kuramoto,pi_oscillator,25.51459
virtual_flash,kuramoto,camera,26.031656
pi_flash,kuramoto,pi_oscillator,26.130753
virtual_flash,kuramoto,camera,26.700558
pi_flash,kuramoto,pi_oscillator,26.700558
virtual_flash,kuramoto,camera,27.211239
pi_flash,kuramoto,pi_oscillator,27.352678
virtual_flash,kuramoto,camera,27.784896
pi_flash,kuramoto,pi_oscillator,27.935799
virtual_flash,kuramoto,camera,28.420687
virtual_flash,kuramoto,camera,28.979885
pi_flash,kuramoto,pi_oscillator,29.023117
pi_flash,kuramoto,pi_oscillator,29.587527
virtual_flash,kuramoto,camera,29.705894
