elapsed_ms,endpoint,error,monotonic_time_s,ok
20.954,POST /api/reset,,18377.330963,1
9.028,POST /api/mode,,18377.351924,1
7.491,POST /api/leader/config,,18377.360959,1
9.229,POST /api/mutual/config,,18377.368456,1
8.628,POST /api/agents/0,,18377.377696,1
7.237,POST /api/agents/1,,18377.386331,1
8.661,POST /api/agents/2,,18377.393575,1
14.047,POST /api/start,,18377.402243,1
9.449,POST /api/feedback,,18377.416295,1
11.337,POST /api/stabilizer/config,,18377.425757,1
18.557,GET /api/agents,,18377.973979,1
10.292,POST /api/pi_flash,,18378.076148,1
7.148,GET /api/agents,,18378.08645,1
8.911,POST /api/pi_flash,,18378.176626,1
17.733,GET /api/agents,,18378.249707,1
21.614,GET /api/agents,,18378.449996,1
10.917,POST /api/pi_flash,,18378.610121,1
10.986,GET /api/agents,,18378.650049,1
9.851,GET /api/agents,,18378.883777,1
10.197,POST /api/pi_flash,,18379.010838,1
10.681,GET /api/agents,,18379.084469,1
12.193,GET /api/agents,,18379.284637,1
9.993,POST /api/pi_flash,,18379.444843,1
14.537,GET /api/agents,,18379.484676,1
9.899,GET /api/agents,,18379.718161,1
13.215,POST /api/pi_flash,,18379.811616,1
11.541,GET /api/agents,,18379.951235,1
12.733,POST /api/pi_flash,,18380.21197,1
7.505,GET /api/agents,,18380.224714,1
12.909,GET /api/agents,,18380.385226,1
15.337,POST /api/pi_flash,,18380.545531,1
16.612,GET /api/agents,,18380.584881,1
29.839,GET /api/agents,,18380.818994,1
8.198,POST /api/pi_flash,,18380.945388,1
16.011,GET /api/agents,,18381.018943,1
18.534,GET /api/agents,,18381.219188,1
10.368,POST /api/pi_flash,,18381.345753,1
10.106,GET /api/agents,,18381.452598,1
10.155,POST /api/pi_flash,,18381.679369,1
6.701,GET /api/agents,,18381.718769,1
10.871,GET /api/agents,,18381.953177,1
13.056,POST /api/pi_flash,,18382.07945,1
11.246,GET /api/agents,,18382.186415,1
16.925,GET /api/agents,,18382.38618,1
10.461,POST /api/pi_flash,,18382.479287,1
6.176,GET /api/agents,,18382.586764,1
9.177,POST /api/pi_flash,,18382.847148,1
11.336,GET /api/agents,,18382.856337,1
12.047,GET /api/agents,,18382.987426,1
12.083,POST /api/pi_flash,,18383.246468,1
6.793,GET /api/agents,,18383.287325,1
11.917,GET /api/agents,,18383.52072,1
10.432,POST /api/pi_flash,,18383.614245,1
13.775,GET /api/agents,,18383.754193,1
11.24,POST /api/pi_flash,,18383.98045,1
8.847,POST /api/pi_flash,,18384.081357,1
18.131,GET /api/agents,,18384.090215,1
12.104,GET /api/agents,,18384.254763,1
12.921,POST /api/pi_flash,,18384.381381,1
11.865,GET /api/agents,,18384.488089,1
9.869,POST /api/pi_flash,,18384.748509,1
9.24,GET /api/agents,,18384.758389,1
27.505,POST /api/pi_flash,,18384.847598,1
11.292,GET /api/agents,,18384.921824,1
12.729,POST /api/pi_flash,,18385.147905,1
9.882,GET /api/agents,,18385.188426,1
19.344,GET /api/agents,,18385.422143,1
10.343,POST /api/pi_flash,,18385.581574,1
5.605,GET /api/agents,,18385.621827,1
10.871,GET /api/agents,,18385.854899,1
12.441,POST /api/pi_flash,,18385.948221,1
9.628,GET /api/agents,,18386.08902,1
18.705,GET /api/agents,,18386.288437,1
8.657,POST /api/pi_flash,,18386.382248,1
10.044,GET /api/agents,,18386.489189,1
9.938,POST /api/pi_flash,,18386.783189,1
9.282,GET /api/agents,,18386.793138,1
13.074,GET /api/agents,,18386.92239,1
13.139,POST /api/pi_flash,,18387.183465,1
7.579,GET /api/agents,,18387.196616,1
14.958,GET /api/agents,,18387.323364,1
13.185,POST /api/pi_flash,,18387.550442,1
7.33,GET /api/agents,,18387.590088,1
22.012,GET /api/agents,,18387.823699,1
12.687,POST /api/pi_flash,,18387.950374,1
14.029,GET /api/agents,,18388.056843,1
13.835,GET /api/agents,,18388.257353,1
9.669,POST /api/pi_flash,,18388.350741,1
9.345,GET /api/agents,,18388.48994,1
10.034,POST /api/pi_flash,,18388.717526,1
8.15,GET /api/agents,,18388.756541,1
9.836,GET /api/agents,,18388.991069,1
12.425,POST /api/pi_flash,,18389.117934,1
11.066,GET /api/agents,,18389.223673,1
10.168,GET /api/agents,,18389.424533,1
13.538,POST /api/pi_flash,,18389.51807,1
9.52,GET /api/agents,,18389.657189,1
21.446,POST /api/pi_flash,,18389.851678,1
7.496,GET /api/agents,,18389.891602,1
10.246,GET /api/agents,,18390.125161,1
9.476,POST /api/pi_flash,,18390.218414,1
8.401,GET /api/agents,,18390.325359,1
7.933,POST /api/pi_flash,,18390.585546,1
9.958,GET /api/agents,,18390.625392,1
9.613,GET /api/agents,,18390.858883,1
24.239,POST /api/pi_flash,,18390.952517,1
11.102,GET /api/agents,,18391.059125,1
10.542,GET /api/agents,,18391.292269,1
35.157,GET /api/agents,,18391.526411,1
10.627,POST /api/pi_flash,,18391.652939,1
10.527,GET /api/agents,,18391.726249,1
9.527,POST /api/pi_flash,,18392.020204,1
10.4,GET /api/agents,,18392.029743,1
9.148,GET /api/agents,,18392.159875,1
8.364,POST /api/pi_flash,,18392.420075,1
12.193,GET /api/agents,,18392.459949,1
13.689,GET /api/agents,,18392.693102,1
12.205,POST /api/pi_flash,,18392.787042,1
9.07,GET /api/agents,,18392.893649,1
18.387,POST /api/pi_flash,,18393.153941,1
13.375,GET /api/agents,,18393.17234,1
12.123,GET /api/agents,,18393.29395,1
11.973,POST /api/pi_flash,,18393.554184,1
6.083,GET /api/agents,,18393.594097,1
11.781,GET /api/agents,,18393.827143,1
15.771,POST /api/pi_flash,,18393.920571,1
14.14,GET /api/agents,,18394.027129,1
10.973,POST /api/pi_flash,,18394.28824,1
16.899,GET /api/agents,,18394.328182,1
11.469,GET /api/agents,,18394.561561,1
8.908,POST /api/pi_flash,,18394.68825,1
14.882,GET /api/agents,,18394.761594,1
8.947,POST /api/pi_flash,,18395.055225,1
12.414,GET /api/agents,,18395.064183,1
11.14,GET /api/agents,,18395.194686,1
27.566,POST /api/pi_flash,,18395.422298,1
8.918,GET /api/agents,,18395.495565,1
9.387,GET /api/agents,,18395.695561,1
7.968,POST /api/pi_flash,,18395.789138,1
11.236,GET /api/agents,,18395.895655,1
9.265,GET /api/agents,,18396.096067,1
8.313,POST /api/pi_flash,,18396.189513,1
9.021,GET /api/agents,,18396.328566,1
15.135,POST /api/pi_flash,,18396.556121,1
6.881,GET /api/agents,,18396.596236,1
11.783,POST /api/pi_flash,,18396.889639,1
9.413,GET /api/agents,,18396.901432,1
8.879,GET /api/agents,,18397.029044,1
15.285,POST /api/pi_flash,,18397.256476,1
17.807,GET /api/agents,,18397.29651,1
10.848,GET /api/agents,,18397.530274,1
13.649,POST /api/pi_flash,,18397.623672,1
10.543,GET /api/agents,,18397.73029,1
7.888,POST /api/pi_flash,,18397.957152,1
10.224,GET /api/agents,,18397.996984,1
11.555,GET /api/agents,,18398.230511,1
7.258,POST /api/pi_flash,,18398.324094,1
14.462,GET /api/agents,,18398.430685,1
6.381,POST /api/pi_flash,,18398.656626,1
6.901,GET /api/agents,,18398.697462,1
10.005,GET /api/agents,,18398.897002,1
11.783,POST /api/pi_flash,,18399.024588,1
9.169,GET /api/agents,,18399.097722,1
11.365,POST /api/pi_flash,,18399.39122,1
6.0,GET /api/agents,,18399.402597,1
11.777,GET /api/agents,,18399.53127,1
12.981,POST /api/pi_flash,,18399.757743,1
5.272,GET /api/agents,,18399.798292,1
9.287,GET /api/agents,,18400.031673,1
16.098,POST /api/pi_flash,,18400.125134,1
13.787,GET /api/agents,,18400.231815,1
11.695,POST /api/pi_flash,,18400.462302,1
8.604,GET /api/agents,,18400.498736,1
15.729,GET /api/agents,,18400.731852,1
9.129,POST /api/pi_flash,,18400.825303,1
9.613,GET /api/agents,,18400.932356,1
13.55,POST /api/pi_flash,,18401.15929,1
7.5,GET /api/agents,,18401.199299,1
8.723,GET /api/agents,,18401.431802,1
7.726,POST /api/pi_flash,,18401.525076,1
8.63,GET /api/agents,,18401.666292,1
10.504,POST /api/pi_flash,,18401.858673,1
6.249,GET /api/agents,,18401.899454,1
9.648,GET /api/agents,,18402.133105,1
12.524,POST /api/pi_flash,,18402.226537,1
10.048,GET /api/agents,,18402.333281,1
31.349,POST /api/pi_flash,,18402.592696,1
11.657,GET /api/agents,,18402.666774,1
12.998,GET /api/agents,,18402.866962,1
12.242,POST /api/pi_flash,,18402.960446,1
12.363,GET /api/agents,,18403.100549,1
9.543,POST /api/pi_flash,,18403.326138,1
7.196,GET /api/agents,,18403.367354,1
22.344,GET /api/agents,,18403.600904,1
13.583,POST /api/pi_flash,,18403.727555,1
9.921,GET /api/agents,,18403.834183,1
12.09,POST /api/pi_flash,,18404.093507,1
20.243,GET /api/agents,,18404.134257,1
14.393,GET /api/agents,,18404.367977,1
7.422,POST /api/pi_flash,,18404.461384,1
9.79,GET /api/agents,,18404.60134,1
9.72,POST /api/pi_flash,,18404.860878,1
6.972,GET /api/agents,,18404.901733,1
9.571,GET /api/agents,,18405.135018,1
9.249,POST /api/pi_flash,,18405.228485,1
10.401,GET /api/agents,,18405.3351,1
12.171,GET /api/agents,,18405.535038,1
8.268,POST /api/pi_flash,,18405.628812,1
12.085,GET /api/agents,,18405.768645,1
7.312,POST /api/pi_flash,,18406.028215,1
8.203,GET /api/agents,,18406.069021,1
9.498,GET /api/agents,,18406.269073,1
9.59,POST /api/pi_flash,,18406.395914,1
9.214,GET /api/agents,,18406.502545,1
10.262,GET /api/agents,,18406.701891,1
14.729,POST /api/pi_flash,,18406.79527,1
16.32,GET /api/agents,,18406.936059,1
7.638,POST /api/pi_flash,,18407.195524,1
11.372,GET /api/agents,,18407.203173,1
16.765,GET /api/agents,,18407.336494,1
9.228,POST /api/pi_flash,,18407.562427,1
12.751,GET /api/agents,,18407.602361,1
23.935,GET /api/agents,,18407.836917,1
12.822,POST /api/pi_flash,,18407.962672,1
8.891,POST /api/pi_flash,,18408.063489,1
5.864,GET /api/agents,,18408.103665,1
14.168,POST /api/pi_flash,,18408.363109,1
6.482,GET /api/agents,,18408.403823,1
14.548,GET /api/agents,,18408.637345,1
7.789,POST /api/pi_flash,,18408.730862,1
24.007,GET /api/agents,,18408.870842,1
10.307,POST /api/pi_flash,,18409.163622,1
8.555,GET /api/agents,,18409.17394,1
11.316,GET /api/agents,,18409.304337,1
15.595,POST /api/pi_flash,,18409.563675,1
12.27,GET /api/agents,,18409.604714,1
25.761,GET /api/agents,,18409.838167,1
17.679,POST /api/pi_flash,,18409.997253,1
6.263,GET /api/agents,,18410.038345,1
17.028,GET /api/agents,,18410.271586,1
36.344,POST /api/pi_flash,,18410.365238,1
18.182,GET /api/agents,,18410.505157,1
10.769,POST /api/pi_flash,,18410.797788,1
10.318,GET /api/agents,,18410.808567,1
13.584,GET /api/agents,,18410.938959,1
15.157,POST /api/pi_flash,,18411.197938,1
7.193,GET /api/agents,,18411.238115,1
10.702,GET /api/agents,,18411.472547,1
10.21,POST /api/pi_flash,,18411.631665,1
8.612,POST /api/pi_flash,,18411.732633,1
13.319,GET /api/agents,,18411.741255,1
22.295,GET /api/agents,,18411.906233,1
10.411,POST /api/pi_flash,,18412.065741,1
8.059,GET /api/agents,,18412.106274,1
10.097,GET /api/agents,,18412.339874,1
9.885,POST /api/pi_flash,,18412.498997,1
8.161,GET /api/agents,,18412.539791,1
10.198,GET /api/agents,,18412.773598,1
10.564,POST /api/pi_flash,,18412.932627,1
11.749,GET /api/agents,,18412.973683,1
13.032,GET /api/agents,,18413.206895,1
10.466,POST /api/pi_flash,,18413.33314,1
10.429,GET /api/agents,,18413.4072,1
9.16,GET /api/agents,,18413.60711,1
8.397,POST /api/pi_flash,,18413.766524,1
13.007,GET /api/agents,,18413.807616,1
8.682,GET /api/agents,,18414.041071,1
15.643,POST /api/pi_flash,,18414.199991,1
7.71,GET /api/agents,,18414.241358,1
18.284,GET /api/agents,,18414.473495,1
12.811,POST /api/pi_flash,,18414.633895,1
6.736,GET /api/agents,,18414.674993,1
18.172,GET /api/agents,,18414.907902,1
9.644,POST /api/pi_flash,,18415.067199,1
10.193,GET /api/agents,,18415.108568,1
16.301,GET /api/agents,,18415.341822,1
11.823,POST /api/pi_flash,,18415.500988,1
8.345,GET /api/agents,,18415.54195,1
10.148,GET /api/agents,,18415.775235,1
18.187,POST /api/pi_flash,,18415.934664,1
7.138,GET /api/agents,,18415.974743,1
10.257,GET /api/agents,,18416.20921,1
8.442,POST /api/pi_flash,,18416.3682,1
8.674,GET /api/agents,,18416.408304,1
10.691,GET /api/agents,,18416.642604,1
8.794,POST /api/pi_flash,,18416.835105,1
7.516,GET /api/agents,,18416.87609,1
12.175,GET /api/agents,,18417.108677,1
15.48,POST /api/pi_flash,,18417.268706,1
6.843,GET /api/agents,,18417.309926,1
13.728,GET /api/agents,,18417.543405,1
16.026,POST /api/pi_flash,,18417.702438,1
9.199,GET /api/agents,,18417.743347,1
13.169,GET /api/agents,,18417.976938,1
13.898,POST /api/pi_flash,,18418.136062,1
6.545,GET /api/agents,,18418.176066,1
10.305,GET /api/agents,,18418.41039,1
16.5,POST /api/pi_flash,,18418.602829,1
7.714,GET /api/agents,,18418.643023,1
18.638,GET /api/agents,,18418.877576,1
16.567,POST /api/pi_flash,,18419.069902,1
118.379,GET /api/agents,,18419.11105,1
78.609,GET /api/agents,,18419.34439,1
9.356,POST /api/pi_flash,,18419.503867,1
128.484,GET /api/agents,,18419.544527,1
125.468,GET /api/agents,,18419.777905,1
21.108,POST /api/pi_flash,,18420.003903,1
5.576,GET /api/agents,,18420.043993,1
43.168,GET /api/agents,,18420.278408,1
70.835,POST /api/pi_flash,,18420.404229,1
15.57,GET /api/agents,,18420.51198,1
10.238,GET /api/agents,,18420.712073,1
21.104,POST /api/pi_flash,,18420.838709,1
116.297,GET /api/agents,,18420.945569,1
160.162,GET /api/agents,,18421.145581,1
75.939,POST /api/pi_flash,,18421.404909,1
12.045,GET /api/agents,,18421.512396,1
16.924,POST /api/pi_flash,,18421.739004,1
104.014,GET /api/agents,,18421.778495,1
25.658,GET /api/agents,,18422.012866,1
9.2,POST /api/pi_flash,,18422.206438,1
6.834,GET /api/agents,,18422.245444,1
25.932,GET /api/agents,,18422.479789,1
10.607,POST /api/pi_flash,,18422.639955,1
6.749,GET /api/agents,,18422.679079,1
9.339,GET /api/agents,,18422.913435,1
16.565,POST /api/pi_flash,,18423.040298,1
9.92,GET /api/agents,,18423.146189,1
18.617,GET /api/agents,,18423.347175,1
11.54,POST /api/pi_flash,,18423.4738,1
11.421,GET /api/agents,,18423.547272,1
12.288,GET /api/agents,,18423.747451,1
8.707,POST /api/pi_flash,,18423.874301,1
16.31,GET /api/agents,,18423.980889,1
11.941,POST /api/pi_flash,,18424.27386,1
9.804,GET /api/agents,,18424.285811,1
19.831,GET /api/agents,,18424.414377,1
19.429,POST /api/pi_flash,,18424.708234,1
7.831,GET /api/agents,,18424.727674,1
18.815,GET /api/agents,,18424.848213,1
7.614,POST /api/pi_flash,,18425.14169,1
7.43,GET /api/agents,,18425.149314,1
9.614,GET /api/agents,,18425.281758,1
9.226,POST /api/pi_flash,,18425.575353,1
7.618,GET /api/agents,,18425.58459,1
15.171,GET /api/agents,,18425.719549,1
7.858,POST /api/pi_flash,,18426.009232,1
9.005,GET /api/agents,,18426.017101,1
14.192,GET /api/agents,,18426.149044,1
9.0,POST /api/pi_flash,,18426.44165,1
7.256,GET /api/agents,,18426.450661,1
18.611,GET /api/agents,,18426.582689,1
11.819,POST /api/pi_flash,,18426.875338,1
6.814,GET /api/agents,,18426.887173,1
9.958,GET /api/agents,,18427.016243,1
9.397,POST /api/pi_flash,,18427.308975,1
8.442,GET /api/agents,,18427.318383,1
15.454,GET /api/agents,,18427.449892,1
14.714,GET /api/agents,,18427.649962,1
17.406,POST /api/pi_flash,,18427.742629,1
9.023,GET /api/agents,,18427.850341,1
13.382,GET /api/agents,,18428.083709,1
8.771,POST /api/pi_flash,,18428.176095,1
15.928,GET /api/agents,,18428.28369,1
10.917,GET /api/agents,,18428.483708,1
11.877,POST /api/pi_flash,,18428.643125,1
9.439,GET /api/agents,,18428.68306,1
11.307,GET /api/agents,,18428.917583,1
11.753,POST /api/pi_flash,,18429.07668,1
20.035,GET /api/agents,,18429.116714,1
14.118,GET /api/agents,,18429.351098,1
11.611,POST /api/pi_flash,,18429.54453,1
9.453,GET /api/agents,,18429.583706,1
42.894,GET /api/agents,,18429.818267,1
6.492,POST /api/pi_flash,,18430.010662,1
7.909,GET /api/agents,,18430.050508,1
26.053,GET /api/agents,,18430.25183,1
14.735,POST /api/pi_flash,,18430.477826,1
9.957,GET /api/agents,,18430.517513,1
14.628,GET /api/agents,,18430.755547,1
8.519,POST /api/pi_flash,,18430.951469,1
10.012,GET /api/agents,,18430.984703,1
18.633,GET /api/agents,,18431.219248,1
8.236,POST /api/pi_flash,,18431.411415,1
8.384,GET /api/agents,,18431.451442,1
8.274,GET /api/agents,,18431.686073,1
7.683,POST /api/pi_flash,,18431.878615,1
10.043,GET /api/agents,,18431.918575,1
9.684,GET /api/agents,,18432.152937,1
8.514,POST /api/pi_flash,,18432.345852,1
6.685,GET /api/agents,,18432.385519,1
8.274,GET /api/agents,,18432.620084,1
10.063,POST /api/pi_flash,,18432.812433,1
13.95,GET /api/agents,,18432.852495,1
11.541,GET /api/agents,,18433.086953,1
10.883,POST /api/pi_flash,,18433.279362,1
15.744,GET /api/agents,,18433.31957,1
14.035,GET /api/agents,,18433.554121,1
8.517,POST /api/pi_flash,,18433.747056,1
9.161,POST /api/pi_flash,,18433.846643,1
6.093,GET /api/agents,,18433.855815,1
11.385,GET /api/agents,,18434.020776,1
11.61,POST /api/pi_flash,,18434.214273,1
7.728,GET /api/agents,,18434.253413,1
10.233,GET /api/agents,,18434.487885,1
14.492,POST /api/pi_flash,,18434.681253,1
7.649,GET /api/agents,,18434.720729,1
9.983,GET /api/agents,,18434.954991,1
15.693,POST /api/pi_flash,,18435.18086,1
6.741,GET /api/agents,,18435.220995,1
10.282,GET /api/agents,,18435.455064,1
10.003,POST /api/pi_flash,,18435.648893,1
9.242,GET /api/agents,,18435.687661,1
12.494,GET /api/agents,,18435.922368,1
9.955,POST /api/pi_flash,,18436.148237,1
13.996,GET /api/agents,,18436.188189,1
12.218,GET /api/agents,,18436.4224,1
9.41,POST /api/pi_flash,,18436.648526,1
8.88,GET /api/agents,,18436.688345,1
11.275,GET /api/agents,,18436.922856,1
9.377,POST /api/pi_flash,,18437.14889,1
5.554,GET /api/agents,,18437.18883,1
12.127,GET /api/agents,,18437.423153,1
13.289,POST /api/stabilizer/config,,18437.894404,1
6.365,POST /api/pause,,18437.907702,1
